locID;name;countryEN;countryRU;lat_deg;lat_deg_sign;lat_min;lat_sec;lon_deg;lon_deg_sign;lon_min;lon_sec;property;buffer;siteID;latitude;longitude;countryCode
1459-051;CO-RP-01-C-2011;Colombia;Колумбия;N0;0;48;0;W77;-77;39;0;0.002 ha;0.114 ha;1459;0.8;-76.35;col
1459-052;CO-RP-02-C-2011;Colombia;Колумбия;N0;0;49;53;W77;-77;33;16;0.044 ha;1.296 ha;1459;0.8313889;-76.4455556;col
1459-053;CO-RP-03-C-2011;Colombia;Колумбия;N0;0;54;48;W77;-77;34;4;0.065 ha;1.15 ha;1459;0.9133333;-76.4322222;col
1459-054;CO-RP-04-C-2011;Colombia;Колумбия;N0;0;54;52;W77;-77;33;18;0.426 ha;4.891 ha;1459;0.9144444;-76.445;col
1459-055;CO-RP-05-C-2011;Colombia;Колумбия;N0;0;54;44;W77;-77;27;53;0.54 ha;7.883 ha;1459;0.9122222;-76.5352778;col
1459-056;CO-RP-06-C-2011;Colombia;Колумбия;N0;0;56;45;W77;-77;27;15;0.444 ha;10.318 ha;1459;0.9458333;-76.5458333;col
1459-057;CO-RP-07-C-2011;Colombia;Колумбия;N1;1;3;7;W77;-77;25;55;2.885 ha;35.349 ha;1459;1.0519444;-76.5680556;col
1459-058;CO-RP-08-C-2011;Colombia;Колумбия;N1;1;6;22;W77;-77;24;26;3.405 ha;30.779 ha;1459;1.1061111;-76.5927778;col
1459-059;CO-RP-09-C-2011;Colombia;Колумбия;N1;1;8;19;W77;-77;21;46;0.207 ha;1.481 ha;1459;1.1386111;-76.6372222;col
1459-060;EC-R-01/C-2011;Ecuador;Эквадор;N0;0;48;0;W77;-77;39;0;0.004 ha;0.184 ha;1459;0.8;-76.35;ecu
1459-061;EC-PTA-02/CS-2011;Ecuador;Эквадор;N0;0;45;47.92;W77;-77;41;54.78;1.048 ha;651.501 ha;1459;0.7633111;-76.30145;ecu
1459-062;EC-PTB-03/CS-2011;Ecuador;Эквадор;N0;0;45;45.66;W77;-77;41;45.64;0.484 ha;651.501 ha;1459;0.7626833;-76.3039889;ecu
1459-063;EC-ME-04/CS-2011;Ecuador;Эквадор;N0;0;35;26.85;W77;-77;44;16;0.81 ha;6.302 ha;1459;0.5907917;-76.2622222;ecu
1459-064;EC-LQ-05/C-2011;Ecuador;Эквадор;N0;0;30;0;W77;-77;50;60;0.215 ha;23.303 ha;1459;0.5;-76.15;ecu
1459-065;EC-LC-06/C-2011;Ecuador;Эквадор;N0;0;32;55.78;W78;-78;4;23.53;0.324 ha;169.908 ha;1459;0.5488278;-77.9267972;ecu
1459-066;EC-JC-07/CS-2011;Ecuador;Эквадор;N0;0;35;10;W78;-78;6;9.89;0.919 ha;1,053.75 ha;1459;0.5861111;-77.8972528;ecu
1459-067;EC-PC-08/CS-2011;Ecuador;Эквадор;N0;0;22;37.86;W78;-78;5;2.29;0.303 ha;617.757 ha;1459;0.3771833;-77.9160306;ecu
1459-068;EC-CQ-09/CS-2011;Ecuador;Эквадор;S0;0;3;50.51;W78;-78;12;8.97;1.346 ha;2,136.68 ha;1459;0.0640306;-77.7975083;ecu
1459-069;EC-AI-11/CS-2011;Ecuador;Эквадор;S2;-2;20;40.89;W78;-78;47;59.69;17.712 ha;15,632.3 ha;1459;-1.6553083;-77.2000861;ecu
1459-070;EC-PGPC-12/C-2011;Ecuador;Эквадор;S2;-2;19;58.59;W78;-78;48;8.08;1.698 ha;15,632.3 ha;1459;-1.6670583;-77.1977556;ecu
1459-071;EC-EH-13/CS-2011;Ecuador;Эквадор;S2;-2;31;57.78;W78;-78;55;45.64;0.21 ha;3.512 ha;1459;-1.4672833;-77.0706556;ecu
1459-072;EC-CR-14/CS-2011;Ecuador;Эквадор;S2;-2;47;12.87;W78;-78;51;50.37;0.253 ha;58.5 ha;1459;-1.2130917;-77.1360083;ecu
1459-073;EC-LL-16/CS-2011;Ecuador;Эквадор;S2;-2;50;39.95;W79;-79;9;15.5;0.057 ha;29,389.3 ha;1459;-1.1555694;-78.8456944;ecu
1459-074;EC-MM-17/CS-2011;Ecuador;Эквадор;S2;-2;49;33.81;W79;-79;12;21.28;0.306 ha;29,389.3 ha;1459;-1.1739417;-78.7940889;ecu
1459-075;EC-PP-18/CS-2011;Ecuador;Эквадор;S2;-2;44;55.39;W79;-79;26;18.57;0.203 ha;221.48 ha;1459;-1.2512806;-78.5615083;ecu
1459-076;EC-HH-19/C-2011;Ecuador;Эквадор;S2;-2;43;17.49;W79;-79;25;54.72;0.512 ha;153.369 ha;1459;-1.278475;-78.5681333;ecu
1459-077;EC-SASA-20/CS-2011;Ecuador;Эквадор;S2;-2;54;34.31;W79;-79;24;27.52;0.224 ha;234.906 ha;1459;-1.0904694;-78.5923556;ecu
1459-078;EC-SS-21/CS-2011;Ecuador;Эквадор;S2;-2;55;11.63;W79;-79;26;12.74;0.043 ha;0.807 ha;1459;-1.0801028;-78.5631278;ecu
1459-079;EC-BP-22/C-2011;Ecuador;Эквадор;S2;-2;41;28;W79;-79;33;59.71;3.151 ha;13,481 ha;1459;-1.3088889;-78.4334139;ecu
1459-080;EC-CT-23/CS-2011;Ecuador;Эквадор;S3;-3;36;166.72;W79;-79;13;16.42;1.821 ha;560.229 ha;1459;-2.3536889;-78.7787722;ecu
1459-081;EC-CV-25/CS-2011;Ecuador;Эквадор;S3;-3;44;19.6;W79;-79;15;4;0.839 ha;973.064 ha;1459;-2.2612222;-78.7488889;ecu
1459-082;EC-QS-26/CS-2011;Ecuador;Эквадор;S4;-4;20;52.4;W79;-79;20;16.16;2.94 ha;14,959.3 ha;1459;-3.6521111;-78.6621778;ecu
1459-083;EC-SL-28/CS-2011;Ecuador;Эквадор;S4;-4;31;6.7;W79;-79;26;54.59;4.698 ha;3,787.84 ha;1459;-3.4814722;-78.5515028;ecu
1459-084;PE-PH-01/CS-2011;Peru;Перу;S13;-13;30;0;W71;-71;58;0;8.24 ha;205.327 ha;1459;-12.5;-70.0333333;per
1459-085;PE-CD-02/CS-2011;Peru;Перу;S13;-13;37;48;W71;-71;41;55;2.81 ha;4,546.334 ha;1459;-12.37;-70.3013889;per
1459-086;PE-CD-03/C-2011;Peru;Перу;S13;-13;57;10;W71;-71;29;57;1.36 ha;6.758 ha;1459;-12.0472222;-70.5008333;per
1459-087;PE-CD-04/CS-2011;Peru;Перу;S14;-14;10;31;W71;-71;21;57;3.65 ha;1,237.808 ha;1459;-13.8247222;-70.6341667;per
1459-088;PE-CD-06/C-2011;Peru;Перу;S14;-14;41;15;W70;-70;45;24;11.24 ha;54.126 ha;1459;-13.3125;-69.2433333;per
1459-089;PE-CD-08/C-2011;Peru;Перу;S15;-15;9;49;W70;-70;17;17;13.69 ha;4,667.481 ha;1459;-14.8363889;-69.7119444;per
1459-090;PE-CD-09/CS-2011;Peru;Перу;S15;-15;46;46;W70;-70;3;15;10.24 ha;45.207 ha;1459;-14.2205556;-69.9458333;per
1459-091;PE-CD-10/C-2011;Peru;Перу;S15;-15;52;23;W70;-70;0;59;1.25 ha;6.184 ha;1459;-14.1269444;-69.9836111;per
1459-092;PE-CD-11/C-2011;Peru;Перу;S15;-15;52;54;W69;-69;57;25;1.78 ha;8.635 ha;1459;-14.1183333;-68.0430556;per
1459-093;PE-CD-12/C-2011;Peru;Перу;S16;-16;12;17;W69;-69;25;3;2.34 ha;11.435 ha;1459;-15.7952778;-68.5825;per
1459-094;PE-CD-13/C-2011;Peru;Перу;S16;-16;15;57;W69;-69;18;25;2.74 ha;13.316 ha;1459;-15.7341667;-68.6930556;per
1459-095;PE-CD-14/C-2011;Peru;Перу;S16;-16;18;13;W69;-69;16;20;4.64 ha;22.502 ha;1459;-15.6963889;-68.7277778;per
1459-096;PE-CD-15/C-2011;Peru;Перу;S16;-16;25;55;W69;-69;8;60;2.25 ha;11.016 ha;1459;-15.5680556;-68.85;per
1459-097;PE-OL-16/CS-2011;Peru;Перу;S13;-13;7;33;W72;-72;5;36;1.2 ha;338.993 ha;1459;-12.8741667;-71.9066667;per
1459-098;PE-OL-17/C-2011;Peru;Перу;S13;-13;2;38;W72;-72;2;31;0.35 ha;3,761.801 ha;1459;-12.9561111;-71.9580556;per
1459-099;PE-OL-18/CS-2011;Peru;Перу;S13;-13;1;6;W72;-72;2;1;0.94 ha;—;1459;-12.9816667;-71.9663889;per
1459-100;PE-OL-19/CS-2011;Peru;Перу;S12;-12;57;17;W71;-71;59;1;10.29 ha;—;1459;-11.0452778;-70.0163889;per
1459-101;PE-OL-21/CS-2011;Peru;Перу;S12;-12;43;8;W72;-72;1;44;7.04 ha;3,075.416 ha;1459;-11.2811111;-71.9711111;per
1459-102;PE-VCH-22/CS-2011;Peru;Перу;S13;-13;9;42;W72;-72;54;34;7.05 ha;514,025.937 ha;1459;-12.8383333;-71.0905556;per
1459-103;PE-VCH-23/CS-2011;Peru;Перу;S13;-13;12;27;W72;-72;53;47;0.64 ha;—;1459;-12.7925;-71.1036111;per
1459-104;PE-VCH-24/CS-2011;Peru;Перу;S13;-13;44;45;W72;-72;53;36;1.18 ha;—;1459;-12.2541667;-71.1066667;per
1459-105;PE-VCH-26/CS-2011;Peru;Перу;S13;-13;21;50;W72;-72;53;52;54 ha;—;1459;-12.6361111;-71.1022222;per
1459-106;PE-PQ-27/C-2011;Peru;Перу;S14;-14;22;53;W71;-71;29;2;0.01 ha;1.176 ha;1459;-13.6186111;-70.5161111;per
1459-107;PE-XP-30/CS-2011;Peru;Перу;S12;-12;3;11;W75;-75;58;21;159.09 ha;3,530.268 ha;1459;-11.9469444;-74.0275;per
1459-108;PE-XP-31/S-2011;Peru;Перу;S12;-12;4;29;W76;-76;0;37;55.12 ha;—;1459;-11.9252778;-75.9897222;per
1459-109;PE-XP-32/C-2011;Peru;Перу;S12;-12;8;23;W76;-76;13;25;3.26 ha;2,031.926 ha;1459;-11.8602778;-75.7763889;per
1459-110;PE-XP-33/CS-2011;Peru;Перу;S12;-12;4;34;W76;-76;31;7;41.66 ha;279.709 ha;1459;-11.9238889;-75.4813889;per
1459-111;PE-XP-34/C-2011;Peru;Перу;S12;-12;1;34;W76;-76;39;49;3.03 ha;103.511 ha;1459;-11.9738889;-75.3363889;per
1459-112;PE-XP-35/S-2011;Peru;Перу;S12;-12;1;30;W76;-76;40;25;3.22 ha;6.238 ha;1459;-11.975;-75.3263889;per
1459-113;PE-XP-36/S-2011;Peru;Перу;S12;-12;2;11;W76;-76;42;11;89.16 ha;—;1459;-11.9636111;-75.2969444;per
1459-114;PE-XP-37/C-2011;Peru;Перу;S12;-12;2;19;W76;-76;43;15;1.79 ha;67.339 ha;1459;-11.9613889;-75.2791667;per
1459-115;PE-XP-38/S-2011;Peru;Перу;S12;-12;4;50;W76;-76;46;28;10.26 ha;—;1459;-11.9194444;-75.2255556;per
1459-116;PE-XP-39/S-2011;Peru;Перу;S12;-12;5;1;W76;-76;45;56;32.81 ha;—;1459;-11.9163889;-75.2344444;per
1459-117;PE-XP-40/CS-2011;Peru;Перу;S12;-12;15;1;W76;-76;53;46;460.31 ha;1,829.26 ha;1459;-11.7497222;-75.1038889;per
1459-118;PE-HH-41/CS-2011;Peru;Перу;S9;-9;53;8;W76;-76;48;29;796.32 ha;4,856.44 ha;1459;-8.1144444;-75.1919444;per
1459-119;PE-HH-42/CS-2011;Peru;Перу;S9;-9;51;29;W76;-76;51;5;10.57 ha;504.01 ha;1459;-8.1419444;-75.1486111;per
1459-120;PE-HH-43/CS-2011;Peru;Перу;S9;-9;46;44;W76;-76;53;24;4.23 ha;508.013 ha;1459;-8.2211111;-75.11;per
1459-121;PE-HH-44/CS-2011;Peru;Перу;S9;-9;40;57;W76;-76;51;14;24.27 ha;1,743.418 ha;1459;-8.3175;-75.1461111;per
1459-122;PE-HH-45/CS-2011;Peru;Перу;S9;-9;38;10;W76;-76;57;52;32.96 ha;—;1459;-8.3638889;-75.0355556;per
1459-123;PE-HH-46/CS-2011;Peru;Перу;S9;-9;32;54;W76;-76;59;10;13.29 ha;281.808 ha;1459;-8.4516667;-75.0138889;per
1459-124;PE-HH-47/CS-2011;Peru;Перу;S9;-9;30;52;W77;-77;1;14;4.47 ha;85.039 ha;1459;-8.4855556;-76.9794444;per
1459-125;PE-HH-48/CS-2011;Peru;Перу;S9;-9;29;15;W77;-77;2;8;3.45 ha;157.621 ha;1459;-8.5125;-76.9644444;per
1459-126;PE-HH-49/CS-2011;Peru;Перу;S9;-9;27;55;W77;-77;4;17;10.5 ha;4,262.694 ha;1459;-8.5347222;-76.9286111;per
1459-127;PE-HH-50/C-2011;Peru;Перу;S9;-9;26;4;W77;-77;5;51;2.77 ha;—;1459;-8.5655556;-76.9025;per
1459-128;PE-HH-51/CS-2011;Peru;Перу;S9;-9;16;8;W77;-77;9;37;6.43 ha;1,516.547 ha;1459;-8.7311111;-76.8397222;per
1459-129;PE-HH-52/CS-2011;Peru;Перу;S9;-9;7;14;W77;-77;12;29;19.99 ha;528.729 ha;1459;-8.8794444;-76.7919444;per
1459-130;PE-HH-53/CS-2011;Peru;Перу;S9;-9;4;10;W77;-77;14;41;14.05 ha;—;1459;-8.9305556;-76.7552778;per
1459-131;PE-HH-54/C-2011;Peru;Перу;S8;-8;54;20;W77;-77;19;42;4.94 ha;275.69 ha;1459;-7.0944444;-76.6716667;per
1459-132;PE-HH-55/C-2011;Peru;Перу;S8;-8;50;44;W77;-77;22;49;6.15 ha;216.446 ha;1459;-7.1544444;-76.6197222;per
1459-133;PE-HH-56/CS-2011;Peru;Перу;S8;-8;45;59;W77;-77;27;3;15.45 ha;486.691 ha;1459;-7.2336111;-76.5491667;per
1459-134;PE-HH-57/CS-2011;Peru;Перу;S8;-8;23;46;W77;-77;46;21;15.25 ha;387.392 ha;1459;-7.6038889;-76.2275;per
1459-135;PE-HH-58/CS-2011;Peru;Перу;S8;-8;19;48;W77;-77;49;10;4.41 ha;246.522 ha;1459;-7.67;-76.1805556;per
1459-136;PE-HH-59/CS-2011;Peru;Перу;S7;-7;56;15;W78;-78;0;44;3.98 ha;1,266.603 ha;1459;-6.0625;-77.9877778;per
1459-137;PE-ALP-60/CS-2011;Peru;Перу;S4;-4;42;17;W79;-79;34;27;37.22 ha;1,502.79 ha;1459;-3.2952778;-78.4258333;per
1321-001;Maisons La Roche et Jeanneret;France;Франция;N48;48;51;6.696;E2;2;15;55.26;0.097 ha;13.644 ha;1321;48.85186;2.26535;fra
1321-002;Petite villa au bord du lac Léman;Switzerland;Швейцария;N46;46;28;6.29;E6;6;49;45.61;0.04 ha;5.8 ha;1321;46.4684139;6.8293361;che
1321-003;Cité Frugès;France;Франция;N44;44;47;56.004;E0;0;38;52.368;2.179 ha;26.475 ha;1321;44.79889;0.64788;fra
1321-004;Maison Guiete;Belgium;Бельгия;N51;51;11;1.201;E4;4;23;35.7;0.0103 ha;6.7531 ha;1321;51.1836669;4.39325;bel
1321-005;Maisons de la Weissenhof-Siedlung;Germany;Германия;N48;48;47;59.442;E9;9;10;39.594;0.1165 ha;33.6213 ha;1321;48.799845;9.177665;deu
1321-006;Villa Savoye et loge du jardiner;France;Франция;N48;48;55;27.923;E2;2;1;42.038;1.036 ha;155.585 ha;1321;48.9244231;2.0283439;fra
1321-007;Immeuble Clarté;Switzerland;Швейцария;N46;46;12;0.576;E6;6;9;23.072;0.15 ha;1.8 ha;1321;46.20016;6.1564089;che
1321-008;Immeuble locatif à la Porte Molitor;France;Франция;N48;48;50;36.204;E2;2;15;4.644;0.032 ha;57.113 ha;1321;48.84339;2.25129;fra
1321-009;Unité d’habitation Marseille;France;Франция;N43;43;15;40.932;E5;5;23;46.248;3.648 ha;119.833 ha;1321;43.26137;5.39618;fra
1321-010;La Manufacture à Saint- Dié;France;Франция;N48;48;17;26.952;E6;6;57;0.9;0.762 ha;64.912 ha;1321;48.29082;6.95025;fra
1321-011;Maison du docteur Curutchet;Argentina;Аргентина;S34;-34;54;40.83;W57;-57;56;30.57;0.027 ha;6.965 ha;1321;-33.0886583;-56.058175;arg
1321-012;Chapelle Notre-Dame-du-Haut de Ronchamp;France;Франция;N47;47;42;16.164;E6;6;37;14.808;2.734 ha;239.661 ha;1321;47.70449;6.62078;fra
1321-013;Cabanon de Le Corbusier;France;Франция;N43;43;45;34.992;E7;7;27;48.24;0.198 ha;176.172 ha;1321;43.75972;7.4634;fra
1321-014;Complexe du Capitole;India;Индия;N30;30;45;27;E76;76;48;20;66 ha;195 ha;1321;30.7575;76.8055556;ind
1321-015;Couvent Sainte-Marie-de-la-Tourette;France;Франция;N45;45;49;9.826;E4;4;37;21;17.923 ha;99.872 ha;1321;45.8193961;4.6225;fra
1321-016;Musée National des Beaux-Arts de l’Occident;Japan;Япония;N35;35;42;55;E139;139;46;33;0.93 ha;116.17 ha;1321;35.7152778;139.7758333;jpn
1321-017;Maison de la Culture de Firminy;France;Франция;N45;45;22;59.484;E4;4;17;20.641;2.601 ha;90.008 ha;1321;45.38319;4.2890669;fra
777-001;Monastery of Haghpat;Armenia;Армения;N41;41;5;42;E44;44;42;37;0.75 ha;8 ha;777;41.095;44.7102778;arm
777-002;Monastery of Sanahin;Armenia;Армения;N41;41;5;49;E44;44;39;46;1.7 ha;15.8 ha;777;41.0969444;44.6627778;arm
1011-001;Mother Cathedral of Echmiatsin and surrounding constructions;Armenia;Армения;N40;40;9;33.5;E44;44;17;42.5;16.4 ha;31 ha;1011;40.1593056;44.2951389;arm
1011-002;Church Saint Gayaneh and surrounding buildings;Armenia;Армения;N40;40;9;33.5;E44;44;17;42.5;0.4 ha;31 ha;1011;40.1593056;44.2951389;arm
1011-003;Cemetery of Congregation;Armenia;Армения;N40;40;9;33.5;E44;44;17;42.5;11.4 ha;31 ha;1011;40.1593056;44.2951389;arm
1011-004;Saint Hripsimeh Church and St. Shoghakat Church - part I;Armenia;Армения;N40;40;9;53.2;E44;44;18;26.9;19.2 ha;;1011;40.1647778;44.3074722;arm
1011-005;Saint Hripsimeh Church and St. Shoghakat Church - part II;Armenia;Армения;N40;40;9;53.2;E44;44;18;26.9;6.2 ha;;1011;40.1647778;44.3074722;arm
1011-006;Archaeological site of Zvartnots with ruins of the Temple, the Royal Palace, and other constructions;Armenia;Армения;N40;40;9;31.2;E44;44;19;28.7;18.8 ha;24 ha;1011;40.1586667;44.3246389;arm
147quater-001;Kakadu National Park;Australia;Австралия;S13;-13;0;39;E132;132;31;9;1,976,094.92 ha;—;147;-12.9891667;132.5191667;aus
147quater-002;Field Island;Australia;Австралия;S12;-12;6;19;E132;132;23;2;4,450 ha;—;147;-11.8947222;132.3838889;aus
147quater-003;Barron Island;Australia;Австралия;S12;-12;10;23;E132;132;21;5;450 ha;—;147;-11.8269444;132.3513889;aus
368-001;Border Ranges National Park;Australia;Австралия;S28;-28;20;46.9;E152;152;53;17.3;31,229 ha;—;368;-27.6536389;152.8881389;aus
368-002;Limpinwood Nature Reserve;Australia;Австралия;S28;-28;17;51.8;E153;153;10;51.3;2,646 ha;—;368;-27.7022778;153.1809167;aus
368-003;Numinbah Nature Reserve;Australia;Австралия;S28;-28;14;37.2;E153;153;17;13.2;858 ha;—;368;-27.7563333;153.287;aus
368-004;Mount Nothofagus Flora Reserve;Australia;Австралия;S28;-28;17;30.3;E152;152;36;37.7;650 ha;—;368;-27.70825;152.6104722;aus
368-005;Mount Warning National Park;Australia;Австралия;S28;-28;23;38.5;E153;153;16;14.8;2,380 ha;—;368;-27.6059722;153.2707778;aus
368-006;Nightcap National Park;Australia;Австралия;S28;-28;32;24.6;E153;153;16;56.9;4,945 ha;—;368;-27.4598333;153.2824722;aus
368-007;Washpool National Park;Australia;Австралия;S29;-29;22;21.6;E152;152;20;5.6;27,715 ha;—;368;-28.6273333;152.3348889;aus
368-008;Gibraltar Ranger National Park;Australia;Австралия;S29;-29;27;31.8;E152;152;21;25.5;17,273 ha;—;368;-28.5411667;152.3570833;aus
368-009;Iluka Nature Reserve;Australia;Австралия;S29;-29;24;14.1;E153;153;21;44.4;136 ha;—;368;-28.5960833;153.3623333;aus
368-010;New England National Park;Australia;Австралия;S30;-30;28;19.1;E152;152;28;55.6;29,985 ha;—;368;-29.5280278;152.4821111;aus
368-011;Dorrigo National Park;Australia;Австралия;S30;-30;21;9.4;E152;152;48;26.1;7,885 ha;—;368;-29.6473889;152.80725;aus
368-012;Mt Hyland Nature Reserve;Australia;Австралия;S30;-30;9;49.9;E152;152;26;28.2;1,636 ha;—;368;-29.8361389;152.4411667;aus
368-013;Werrikimbe National Park;Australia;Австралия;S31;-31;9;59.7;E152;152;15;11.9;35,178 ha;—;368;-30.8334167;152.2533056;aus
368-014;Mt Seaview Nature Reserve;Australia;Австралия;S31;-31;20;5.6;E152;152;11;1.9;1,703 ha;—;368;-30.6651111;152.1838611;aus
368-015;Willi Willi NP (formerly Banda Banda Flora Reserve);Australia;Австралия;S31;-31;8;47.7;E152;152;25;31.3;1,610 ha;—;368;-30.8534167;152.4253611;aus
368-016;Barrington Tops National Park;Australia;Австралия;S31;-31;56;11.7;E151;151;29;11.7;39,120 ha;—;368;-30.0634167;151.4865833;aus
368-017;Springbrook National Park (part);Australia;Австралия;S28;-28;12;23.5;E153;153;17;46.4;2,480 ha;—;368;-27.7934722;153.2962222;aus
368-018;Lamington National Park;Australia;Австралия;S28;-28;8;45.5;E153;153;6;50.4;20,500 ha;—;368;-27.8540278;153.114;aus
368-019;Mount Chinghee National Park;Australia;Австралия;S28;-28;18;3.5;E152;152;56;51.6;1,110 ha;—;368;-27.6990278;152.9476667;aus
368-020;Mount Barney National Park (part);Australia;Австралия;S28;-28;16;49.6;E152;152;39;36.2;9,710 ha;—;368;-27.7195556;152.6600556;aus
368-021;Main Range National Park;Australia;Австралия;S27;-27;54;7.2;E152;152;19;8;11,500 ha;—;368;-26.098;152.3188889;aus
486-001;Main component;Australia;Австралия;S17;-17;13;26;E145;145;46;41;774,441 ha;;486;-16.7761111;145.7780556;aus
486-002;Component around Malbon Thompson and Graham Range;Australia;Австралия;S17;-17;11;31;E145;145;56;46;27,845 ha;;486;-16.8080556;145.9461111;aus
486-003;Component around Curtain Fig;Australia;Австралия;S17;-17;16;55;E145;145;34;19;196 ha;;486;-16.7180556;145.5719444;aus
486-004;Component around Lake Barrine;Australia;Австралия;S17;-17;15;0;E145;145;38;13;484 ha;;486;-16.75;145.6369444;aus
486-005;Component around Lake Eacham;Australia;Австралия;S17;-17;16;55;E145;145;37;37;505 ha;;486;-16.7180556;145.6269444;aus
486-006;Component around Russell River;Australia;Австралия;S17;-17;17;17;E145;145;56;46;600 ha;;486;-16.7119444;145.9461111;aus
486-007;Component around Hugh Nelson Range;Australia;Австралия;S17;-17;25;55;E145;145;29;20;6,723 ha;;486;-16.5680556;145.4888889;aus
486-008;Component around Malaan;Australia;Австралия;S17;-17;35;49;E145;145;35;28;371 ha;;486;-16.4030556;145.5911111;aus
486-009;Component around Moresby Range;Australia;Австралия;S17;-17;33;7;E146;146;5;13;695 ha;;486;-16.4480556;146.0869444;aus
486-010;Component around Cowley;Australia;Австралия;S17;-17;39;4;E146;146;6;14;5,291 ha;;486;-16.3488889;146.1038889;aus
486-011;Component around Kurrimine Beach;Australia;Австралия;S17;-17;44;13;E146;146;5;56;982 ha;;486;-16.2630556;146.0988889;aus
486-012;Component around Mission Beach;Australia;Австралия;S17;-17;54;18;E146;146;1;19;11,130 ha;;486;-16.095;146.0219444;aus
486-013;Component around Edmund Kennedy;Australia;Австралия;S18;-18;9;25;E145;145;59;6;6,278 ha;;486;-17.8430556;145.985;aus
486-014;Component around Paluma Range;Australia;Австралия;S19;-19;3;0;E146;146;13;59;57,912 ha;;486;-18.95;146.2330556;aus
698-001;Riversleigh;Australia;Австралия;S19;-19;2;0;E138;138;38;0;10,029 ha;—;698;-18.9666667;138.6333333;aus
698-002;Naracoorte (Hynam-Caves Rd);Australia;Австралия;S37;-37;1;48;E140;140;47;49;18 ha;—;698;-36.97;140.7969444;aus
698-003;Naracoorte (Alexandra Cave, Bat Cave and Blanche Cave);Australia;Австралия;S37;-37;2;6;E140;140;47;46;21.2 ha;—;698;-36.965;140.7961111;aus
698-004;Naracoorte (Robert-Leitch Dr);Australia;Австралия;S37;-37;2;38;E140;140;48;4;3.3 ha;—;698;-36.9561111;140.8011111;aus
698-005;Naracoorte (Caves-Edwards Rd);Australia;Австралия;S37;-37;2;47;E140;140;48;15;3.5 ha;—;698;-36.9536111;140.8041667;aus
698-006;Naracoorte (Victoria Fossil Cave);Australia;Австралия;S37;-37;3;48;E140;140;48;40;241 ha;—;698;-36.9366667;140.8111111;aus
698-007;Naracoorte (Robertson Cave);Australia;Австралия;S37;-37;5;42;E140;140;50;5;10 ha;—;698;-36.905;140.8347222;aus
1306-001;Kingston and Arthur`s Vale Historic Area (“KAVHA”);Australia;Австралия;S29;-29;3;12;E167;167;57;31;225 ha;—;1306;-28.9466667;167.9586111;aus
1306-002;Old Government House and Domain (“Old Government House”);Australia;Австралия;S33;-33;48;35;E150;150;59;42;37.25 ha;29.03 ha;1306;-32.1902778;150.995;aus
1306-003;Hyde Park Barracks;Australia;Австралия;S33;-33;52;10;E151;151;12;45;0.5 ha;5.7 ha;1306;-32.1305556;151.2125;aus
1306-004;Brickendon and Woolmers Estates (“Brickendon- Woolmers”);Australia;Австралия;S41;-41;37;30;E147;147;8;30;233.52 ha;322.08 ha;1306;-40.375;147.1416667;aus
1306-005;Darlington Probation Station (“Darlington”);Australia;Австралия;S42;-42;34;54;E148;148;4;12;361 ha;1,968.28 ha;1306;-41.4183333;148.07;aus
1306-006;Old Great North Road;Australia;Австралия;S33;-33;22;42;E150;150;59;40;258.64 ha;135.25 ha;1306;-32.6216667;150.9944444;aus
1306-007;Cascades Female Factory (“Cascades”);Australia;Австралия;S42;-42;53;37;E147;147;17;57;0.6 ha;7.09 ha;1306;-41.1063889;147.2991667;aus
1306-008;Port Arthur Historic Site (“Port Arthur”);Australia;Австралия;S43;-43;8;52;E147;147;51;5;146 ha;1,216.51 ha;1306;-42.8522222;147.8513889;aus
1306-009;Coal Mines Historic Site (“Coal Mines”);Australia;Австралия;S42;-42;59;1;E147;147;42;59;214 ha;138.47 ha;1306;-41.0163889;147.7163889;aus
1306-010;Cockatoo Island Convict Site (“Cockatoo Island”);Australia;Австралия;S33;-33;50;51;E151;151;10;19;20 ha;47.22 ha;1306;-32.1525;151.1719444;aus
